id,party_name,vehicle_no,tare_wt
30164,Party_30164,MH64AB30164,8731.612
30165,Party_30165,MH65AB30165,9700.11
30166,Party_30166,MH66AB30166,13935.666
30167,Party_30167,MH67AB30167,3416.711
30168,Party_30168,MH68AB30168,14151.212
30169,Party_30169,MH69AB30169,5682.092
30170,Party_30170,MH70AB30170,11977.721
30171,Party_30171,MH71AB30171,11667.758
30172,Party_30172,MH72AB30172,11593.574
30173,Party_30173,MH73AB30173,8665.059
30174,Party_30174,MH74AB30174,7379.813
30175,Party_30175,MH75AB30175,4660.665
30176,Party_30176,MH76AB30176,10782.222
30177,Party_30177,MH77AB30177,9629.778
30178,Party_30178,MH78AB30178,12496.616
30179,Party_30179,MH79AB30179,3334.246
30180,Party_30180,MH80AB30180,8420.526
30181,Party_30181,MH81AB30181,5564.296
30182,Party_30182,MH82AB30182,9757.755
30183,Party_30183,MH83AB30183,2218.822
30184,Party_30184,MH84AB30184,7691.063
30185,Party_30185,MH85AB30185,4296.489
30186,Party_30186,MH86AB30186,11615.915
30187,Party_30187,MH87AB30187,2304.309
30188,Party_30188,MH88AB30188,11315.075
30189,Party_30189,MH89AB30189,10913.392
30190,Party_30190,MH90AB30190,13330.555
30191,Party_30191,MH91AB30191,8018.298
30192,Party_30192,MH92AB30192,14818.688
30193,Party_30193,MH93AB30193,8254.496
30194,Party_30194,MH94AB30194,4910.652
30195,Party_30195,MH95AB30195,11863.036
30196,Party_30196,MH96AB30196,10429.42
30197,Party_30197,MH97AB30197,6995.018
30198,Party_30198,MH98AB30198,12466.595
30199,Party_30199,MH99AB30199,5991.679
30200,Party_30200,MH00AB30200,3277.95
30201,Party_30201,MH01AB30201,14873.498
30202,Party_30202,MH02AB30202,10781.475
30203,Party_30203,MH03AB30203,10664.317
30204,Party_30204,MH04AB30204,2627.78
30205,Party_30205,MH05AB30205,10164.584
30206,Party_30206,MH06AB30206,5031.512
30207,Party_30207,MH07AB30207,11041.524
30208,Party_30208,MH08AB30208,10596.661
30209,Party_30209,MH09AB30209,11068.341
30210,Party_30210,MH10AB30210,12742.94
30211,Party_30211,MH11AB30211,6530.079
30212,Party_30212,MH12AB30212,11796.149
30213,Party_30213,MH13AB30213,10171.731
30214,Party_30214,MH14AB30214,2194.71
30215,Party_30215,MH15AB30215,12078.051
30216,Party_30216,MH16AB30216,6682.536
30217,Party_30217,MH17AB30217,4708.97
30218,Party_30218,MH18AB30218,8765.568
30219,Party_30219,MH19AB30219,13832.635
30220,Party_30220,MH20AB30220,10747.231
30221,Party_30221,MH21AB30221,6609.808
30222,Party_30222,MH22AB30222,11076.108
30223,Party_30223,MH23AB30223,11441.259
30224,Party_30224,MH24AB30224,12629.828
30225,Party_30225,MH25AB30225,4594.093
30226,Party_30226,MH26AB30226,8514.057
30227,Party_30227,MH27AB30227,7993.657
30228,Party_30228,MH28AB30228,14245.14
30229,Party_30229,MH29AB30229,9342.087
30230,Party_30230,MH30AB30230,11852.918
30231,Party_30231,MH31AB30231,5016.279
30232,Party_30232,MH32AB30232,7348.812
30233,Party_30233,MH33AB30233,4732.198
30234,Party_30234,MH34AB30234,9071.407
30235,Party_30235,MH35AB30235,11843.807
30236,Party_30236,MH36AB30236,11973.344
30237,Party_30237,MH37AB30237,8492.174
30238,Party_30238,MH38AB30238,7704.978
30239,Party_30239,MH39AB30239,7695.63
30240,Party_30240,MH40AB30240,9071.053
30241,Party_30241,MH41AB30241,14103.315
30242,Party_30242,MH42AB30242,8460.994
30243,Party_30243,MH43AB30243,8189.002
30244,Party_30244,MH44AB30244,3115.172
30245,Party_30245,MH45AB30245,11336.584
30246,Party_30246,MH46AB30246,5690.968
30247,Party_30247,MH47AB30247,12838.071
30248,Party_30248,MH48AB30248,7044.928
30249,Party_30249,MH49AB30249,13526.48
30250,Party_30250,MH50AB30250,5062.878
30251,Party_30251,MH51AB30251,14533.298
30252,Party_30252,MH52AB30252,7495.716
30253,Party_30253,MH53AB30253,12356.994
30254,Party_30254,MH54AB30254,3865.503
30255,Party_30255,MH55AB30255,7587.991
30256,Party_30256,MH56AB30256,9393.573
30257,Party_30257,MH57AB30257,3469.19
30258,Party_30258,MH58AB30258,7465.554
30259,Party_30259,MH59AB30259,7651.125
30260,Party_30260,MH60AB30260,3339.032
30261,Party_30261,MH61AB30261,12509.85
30262,Party_30262,MH62AB30262,13560.445
30263,Party_30263,MH63AB30263,12357.987
30264,Party_30264,MH64AB30264,8565.795
30265,Party_30265,MH65AB30265,10741.188
30266,Party_30266,MH66AB30266,5696.398
30267,Party_30267,MH67AB30267,9558.502
30268,Party_30268,MH68AB30268,2874.613
30269,Party_30269,MH69AB30269,2050.562
30270,Party_30270,MH70AB30270,9587.404
30271,Party_30271,MH71AB30271,6009.355
30272,Party_30272,MH72AB30272,13952.312
30273,Party_30273,MH73AB30273,10877.811
30274,Party_30274,MH74AB30274,9691.473
30275,Party_30275,MH75AB30275,14047.6
30276,Party_30276,MH76AB30276,2101.855
30277,Party_30277,MH77AB30277,6014.391
30278,Party_30278,MH78AB30278,14914.374
30279,Party_30279,MH79AB30279,2588.329
30280,Party_30280,MH80AB30280,4736.03
30281,Party_30281,MH81AB30281,5358.032
30282,Party_30282,MH82AB30282,7120.309
30283,Party_30283,MH83AB30283,13772.468
30284,Party_30284,MH84AB30284,5225.458
30285,Party_30285,MH85AB30285,14697.564
30286,Party_30286,MH86AB30286,9722.527
30287,Party_30287,MH87AB30287,5200.223
30288,Party_30288,MH88AB30288,5934.546
30289,Party_30289,MH89AB30289,11979.233
30290,Party_30290,MH90AB30290,6620.24
30291,Party_30291,MH91AB30291,14356.668
30292,Party_30292,MH92AB30292,14829.984
30293,Party_30293,MH93AB30293,14878.422
30294,Party_30294,MH94AB30294,10991.672
30295,Party_30295,MH95AB30295,10714.034
30296,Party_30296,MH96AB30296,8662.673
30297,Party_30297,MH97AB30297,9372.285
30298,Party_30298,MH98AB30298,6744.639
30299,Party_30299,MH99AB30299,14278.955
30300,Party_30300,MH00AB30300,10652.428
30301,Party_30301,MH01AB30301,7620.833
30302,Party_30302,MH02AB30302,14348.766
30303,Party_30303,MH03AB30303,11311.848
30304,Party_30304,MH04AB30304,13799.601
30305,Party_30305,MH05AB30305,5928.209
30306,Party_30306,MH06AB30306,2537.043
30307,Party_30307,MH07AB30307,6412.134
30308,Party_30308,MH08AB30308,4103.907
30309,Party_30309,MH09AB30309,11027.214
30310,Party_30310,MH10AB30310,10658.506
30311,Party_30311,MH11AB30311,9317.69
30312,Party_30312,MH12AB30312,3468.573
30313,Party_30313,MH13AB30313,8135.346
30314,Party_30314,MH14AB30314,2175.855
30315,Party_30315,MH15AB30315,7507.93
30316,Party_30316,MH16AB30316,6880.858
30317,Party_30317,MH17AB30317,4060.973
30318,Party_30318,MH18AB30318,6900.285
30319,Party_30319,MH19AB30319,9551.159
30320,Party_30320,MH20AB30320,9556.557
30321,Party_30321,MH21AB30321,12008.205
30322,Party_30322,MH22AB30322,14547.125
30323,Party_30323,MH23AB30323,4617.876
30324,Party_30324,MH24AB30324,12641.124
30325,Party_30325,MH25AB30325,14349.424
30326,Party_30326,MH26AB30326,14305.262
30327,Party_30327,MH27AB30327,11794.193
30328,Party_30328,MH28AB30328,2750.876
30329,Party_30329,MH29AB30329,11016.432
30330,Party_30330,MH30AB30330,9190.164
30331,Party_30331,MH31AB30331,10846.797
30332,Party_30332,MH32AB30332,4208.599
30333,Party_30333,MH33AB30333,13134.917
30334,Party_30334,MH34AB30334,10514.294
30335,Party_30335,MH35AB30335,12369.574
30336,Party_30336,MH36AB30336,4255.434
30337,Party_30337,MH37AB30337,11578.765
30338,Party_30338,MH38AB30338,5293.289
30339,Party_30339,MH39AB30339,12753.584
30340,Party_30340,MH40AB30340,14661.201
30341,Party_30341,MH41AB30341,8576.256
30342,Party_30342,MH42AB30342,12602.508
30343,Party_30343,MH43AB30343,10287.009
30344,Party_30344,MH44AB30344,10334.408
30345,Party_30345,MH45AB30345,2273.171
30346,Party_30346,MH46AB30346,6841.945
30347,Party_30347,MH47AB30347,2307.2
30348,Party_30348,MH48AB30348,13080.45
30349,Party_30349,MH49AB30349,7266.128
30350,Party_30350,MH50AB30350,2332.033
30351,Party_30351,MH51AB30351,4616.479
30352,Party_30352,MH52AB30352,13478.351
30353,Party_30353,MH53AB30353,2980.596
30354,Party_30354,MH54AB30354,9007.858
30355,Party_30355,MH55AB30355,4850.192
30356,Party_30356,MH56AB30356,14585.973
30357,Party_30357,MH57AB30357,8812.506
30358,Party_30358,MH58AB30358,14927.919
30359,Party_30359,MH59AB30359,2395.642
30360,Party_30360,MH60AB30360,2065.029
30361,Party_30361,MH61AB30361,5068.833
30362,Party_30362,MH62AB30362,14323.48
30363,Party_30363,MH63AB30363,14512.926
30364,Party_30364,MH64AB30364,12124.116
30365,Party_30365,MH65AB30365,11226.005
30366,Party_30366,MH66AB30366,10494.719
30367,Party_30367,MH67AB30367,13304.122
30368,Party_30368,MH68AB30368,13663.921
30369,Party_30369,MH69AB30369,9396.149
30370,Party_30370,MH70AB30370,3347.791
30371,Party_30371,MH71AB30371,3377.66
30372,Party_30372,MH72AB30372,6127.702
30373,Party_30373,MH73AB30373,2371.879
30374,Party_30374,MH74AB30374,12601.426
30375,Party_30375,MH75AB30375,12669.528
30376,Party_30376,MH76AB30376,4609.977
30377,Party_30377,MH77AB30377,2198.571
30378,Party_30378,MH78AB30378,10715.801
30379,Party_30379,MH79AB30379,13222.953
30380,Party_30380,MH80AB30380,5970.476
30381,Party_30381,MH81AB30381,11173.728
30382,Party_30382,MH82AB30382,8492.844
30383,Party_30383,MH83AB30383,8834.841
30384,Party_30384,MH84AB30384,13740.737
30385,Party_30385,MH85AB30385,14580.5
30386,Party_30386,MH86AB30386,12519.332
30387,Party_30387,MH87AB30387,6210.673
30388,Party_30388,MH88AB30388,12429.384
30389,Party_30389,MH89AB30389,11442.609
30390,Party_30390,MH90AB30390,11247.227
30391,Party_30391,MH91AB30391,2750.966
30392,Party_30392,MH92AB30392,6886.945
30393,Party_30393,MH93AB30393,13341.536
30394,Party_30394,MH94AB30394,3412.81
30395,Party_30395,MH95AB30395,9576.7
30396,Party_30396,MH96AB30396,10623.692
30397,Party_30397,MH97AB30397,6072.231
30398,Party_30398,MH98AB30398,12070.845
30399,Party_30399,MH99AB30399,12600.492
30400,Party_30400,MH00AB30400,12105.185
30401,Party_30401,MH01AB30401,5934.125
30402,Party_30402,MH02AB30402,12003.386
30403,Party_30403,MH03AB30403,6598.175
30404,Party_30404,MH04AB30404,10188.093
30405,Party_30405,MH05AB30405,6448.629
30406,Party_30406,MH06AB30406,13501.689
30407,Party_30407,MH07AB30407,5557.288
30408,Party_30408,MH08AB30408,14653.332
30409,Party_30409,MH09AB30409,14120.659
30410,Party_30410,MH10AB30410,5897.26
30411,Party_30411,MH11AB30411,10969.92
30412,Party_30412,MH12AB30412,5535.306
30413,Party_30413,MH13AB30413,7899.472
30414,Party_30414,MH14AB30414,6474.671
30415,Party_30415,MH15AB30415,9155.627
30416,Party_30416,MH16AB30416,10667.06
30417,Party_30417,MH17AB30417,5956.076
30418,Party_30418,MH18AB30418,14597.736
30419,Party_30419,MH19AB30419,10608.723
30420,Party_30420,MH20AB30420,8930.86
30421,Party_30421,MH21AB30421,9193.446
30422,Party_30422,MH22AB30422,8056.796
30423,Party_30423,MH23AB30423,2964.395
30424,Party_30424,MH24AB30424,14040.034
30425,Party_30425,MH25AB30425,8180.982
30426,Party_30426,MH26AB30426,4625.196
30427,Party_30427,MH27AB30427,5541.935
30428,Party_30428,MH28AB30428,10938.947
30429,Party_30429,MH29AB30429,2818.347
30430,Party_30430,MH30AB30430,2675.286
30431,Party_30431,MH31AB30431,6001.963
30432,Party_30432,MH32AB30432,11313.737
30433,Party_30433,MH33AB30433,6193.995
30434,Party_30434,MH34AB30434,14964.812
30435,Party_30435,MH35AB30435,10065.818
30436,Party_30436,MH36AB30436,14136.511
30437,Party_30437,MH37AB30437,8993.262
30438,Party_30438,MH38AB30438,2909.516
30439,Party_30439,MH39AB30439,11753.654
30440,Party_30440,MH40AB30440,10098.818
30441,Party_30441,MH41AB30441,8885.853
30442,Party_30442,MH42AB30442,3046.495
30443,Party_30443,MH43AB30443,11597.585
30444,Party_30444,MH44AB30444,10861.487
30445,Party_30445,MH45AB30445,6918.767
30446,Party_30446,MH46AB30446,10149.726
30447,Party_30447,MH47AB30447,8303.485
30448,Party_30448,MH48AB30448,7685.322
30449,Party_30449,MH49AB30449,14783.037
30450,Party_30450,MH50AB30450,9198.918
30451,Party_30451,MH51AB30451,11978.43
30452,Party_30452,MH52AB30452,10165.435
30453,Party_30453,MH53AB30453,14380.274
30454,Party_30454,MH54AB30454,5245.302
30455,Party_30455,MH55AB30455,2910.551
30456,Party_30456,MH56AB30456,6031.498
30457,Party_30457,MH57AB30457,4413.65
30458,Party_30458,MH58AB30458,3623.123
30459,Party_30459,MH59AB30459,3586.288
30460,Party_30460,MH60AB30460,5153.492
30461,Party_30461,MH61AB30461,12281.952
30462,Party_30462,MH62AB30462,2820.822
30463,Party_30463,MH63AB30463,14916.123
30464,Party_30464,MH64AB30464,12030.395
30465,Party_30465,MH65AB30465,12062.004
30466,Party_30466,MH66AB30466,4106.11
30467,Party_30467,MH67AB30467,2116.283
30468,Party_30468,MH68AB30468,12970.43
30469,Party_30469,MH69AB30469,7921.04
30470,Party_30470,MH70AB30470,3570.665
30471,Party_30471,MH71AB30471,12731.877
30472,Party_30472,MH72AB30472,11493.845
30473,Party_30473,MH73AB30473,3427.76
30474,Party_30474,MH74AB30474,7435.193
30475,Party_30475,MH75AB30475,2967.781
30476,Party_30476,MH76AB30476,10792.515
30477,Party_30477,MH77AB30477,8379.127
30478,Party_30478,MH78AB30478,11458.112
30479,Party_30479,MH79AB30479,11217.21
30480,Party_30480,MH80AB30480,8178.118
30481,Party_30481,MH81AB30481,4139.218
30482,Party_30482,MH82AB30482,7188.17
30483,Party_30483,MH83AB30483,6983.723
30484,Party_30484,MH84AB30484,5217.465
30485,Party_30485,MH85AB30485,7739.073
30486,Party_30486,MH86AB30486,7335.735
30487,Party_30487,MH87AB30487,11897.947
30488,Party_30488,MH88AB30488,13329.991
30489,Party_30489,MH89AB30489,6722.033
30490,Party_30490,MH90AB30490,13706.287
30491,Party_30491,MH91AB30491,11483.878
30492,Party_30492,MH92AB30492,5390.211
30493,Party_30493,MH93AB30493,3359.795
30494,Party_30494,MH94AB30494,12363.644
30495,Party_30495,MH95AB30495,4955.453
30496,Party_30496,MH96AB30496,5956.01
30497,Party_30497,MH97AB30497,6456.648
30498,Party_30498,MH98AB30498,4334.543
30499,Party_30499,MH99AB30499,6857.184
30500,Party_30500,MH00AB30500,6347.568
30501,Party_30501,MH01AB30501,4162.223
30502,Party_30502,MH02AB30502,7626.18
30503,Party_30503,MH03AB30503,7696.315
30504,Party_30504,MH04AB30504,11967.66
30505,Party_30505,MH05AB30505,4616.788
30506,Party_30506,MH06AB30506,7670.272
30507,Party_30507,MH07AB30507,4507.613
30508,Party_30508,MH08AB30508,9849.18
30509,Party_30509,MH09AB30509,7142.892
30510,Party_30510,MH10AB30510,11437.571
30511,Party_30511,MH11AB30511,5735.526
30512,Party_30512,MH12AB30512,8574.226
30513,Party_30513,MH13AB30513,9519.282
30514,Party_30514,MH14AB30514,10287.682
30515,Party_30515,MH15AB30515,4203.426
30516,Party_30516,MH16AB30516,2895.179
30517,Party_30517,MH17AB30517,2214.826
30518,Party_30518,MH18AB30518,6857.231
30519,Party_30519,MH19AB30519,6358.559
30520,Party_30520,MH20AB30520,11199.366
30521,Party_30521,MH21AB30521,11929.701
30522,Party_30522,MH22AB30522,12146.439
30523,Party_30523,MH23AB30523,14478.374
30524,Party_30524,MH24AB30524,8239.36
30525,Party_30525,MH25AB30525,3241.0
30526,Party_30526,MH26AB30526,3122.688
30527,Party_30527,MH27AB30527,5115.484
30528,Party_30528,MH28AB30528,8813.71
30529,Party_30529,MH29AB30529,3296.48
30530,Party_30530,MH30AB30530,3434.807
30531,Party_30531,MH31AB30531,3031.568
30532,Party_30532,MH32AB30532,11399.455
30533,Party_30533,MH33AB30533,5089.267
30534,Party_30534,MH34AB30534,7745.475
30535,Party_30535,MH35AB30535,10482.945
30536,Party_30536,MH36AB30536,3146.002
30537,Party_30537,MH37AB30537,11833.443
30538,Party_30538,MH38AB30538,11192.301
30539,Party_30539,MH39AB30539,2125.944
30540,Party_30540,MH40AB30540,5444.954
30541,Party_30541,MH41AB30541,10637.63
30542,Party_30542,MH42AB30542,12142.642
30543,Party_30543,MH43AB30543,3009.896
30544,Party_30544,MH44AB30544,7620.269
30545,Party_30545,MH45AB30545,4707.982
30546,Party_30546,MH46AB30546,3053.878
30547,Party_30547,MH47AB30547,3803.388
30548,Party_30548,MH48AB30548,11890.173
30549,Party_30549,MH49AB30549,9952.792
30550,Party_30550,MH50AB30550,11780.614
30551,Party_30551,MH51AB30551,13239.438
30552,Party_30552,MH52AB30552,13938.439
30553,Party_30553,MH53AB30553,6550.889
30554,Party_30554,MH54AB30554,12681.877
30555,Party_30555,MH55AB30555,10545.911
30556,Party_30556,MH56AB30556,7282.071
30557,Party_30557,MH57AB30557,11165.667
30558,Party_30558,MH58AB30558,6899.766
30559,Party_30559,MH59AB30559,3295.731
30560,Party_30560,MH60AB30560,8237.089
30561,Party_30561,MH61AB30561,8056.248
30562,Party_30562,MH62AB30562,14080.304
30563,Party_30563,MH63AB30563,5162.237
30564,Party_30564,MH64AB30564,14034.931
30565,Party_30565,MH65AB30565,2922.53
30566,Party_30566,MH66AB30566,9803.268
30567,Party_30567,MH67AB30567,7326.959
30568,Party_30568,MH68AB30568,12853.736
30569,Party_30569,MH69AB30569,3088.669
30570,Party_30570,MH70AB30570,12529.955
30571,Party_30571,MH71AB30571,11425.134
30572,Party_30572,MH72AB30572,14413.193
30573,Party_30573,MH73AB30573,7004.911
30574,Party_30574,MH74AB30574,2774.103
30575,Party_30575,MH75AB30575,11266.258
30576,Party_30576,MH76AB30576,4846.935
30577,Party_30577,MH77AB30577,13614.672
30578,Party_30578,MH78AB30578,7809.711
30579,Party_30579,MH79AB30579,8983.885
30580,Party_30580,MH80AB30580,4711.941
30581,Party_30581,MH81AB30581,3484.02
30582,Party_30582,MH82AB30582,13558.37
30583,Party_30583,MH83AB30583,4468.619
30584,Party_30584,MH84AB30584,7809.935
30585,Party_30585,MH85AB30585,13514.537
30586,Party_30586,MH86AB30586,11104.12
30587,Party_30587,MH87AB30587,9544.757
30588,Party_30588,MH88AB30588,9710.273
30589,Party_30589,MH89AB30589,7861.666
30590,Party_30590,MH90AB30590,8054.033
30591,Party_30591,MH91AB30591,3219.46
30592,Party_30592,MH92AB30592,7585.964
30593,Party_30593,MH93AB30593,5906.857
30594,Party_30594,MH94AB30594,14971.558
30595,Party_30595,MH95AB30595,5571.694
30596,Party_30596,MH96AB30596,7788.363
30597,Party_30597,MH97AB30597,9955.54
30598,Party_30598,MH98AB30598,9840.162
30599,Party_30599,MH99AB30599,12740.638
30600,Party_30600,MH00AB30600,11045.759
30601,Party_30601,MH01AB30601,13198.69
30602,Party_30602,MH02AB30602,5915.536
30603,Party_30603,MH03AB30603,4402.999
30604,Party_30604,MH04AB30604,5164.013
30605,Party_30605,MH05AB30605,2891.372
30606,Party_30606,MH06AB30606,4542.435
30607,Party_30607,MH07AB30607,6983.158
30608,Party_30608,MH08AB30608,13847.032
30609,Party_30609,MH09AB30609,13525.927
30610,Party_30610,MH10AB30610,6443.422
30611,Party_30611,MH11AB30611,4695.177
30612,Party_30612,MH12AB30612,4372.559
30613,Party_30613,MH13AB30613,3664.859
30614,Party_30614,MH14AB30614,3010.566
30615,Party_30615,MH15AB30615,12663.416
30616,Party_30616,MH16AB30616,12095.322
30617,Party_30617,MH17AB30617,12380.053
30618,Party_30618,MH18AB30618,8860.068
30619,Party_30619,MH19AB30619,13637.108
30620,Party_30620,MH20AB30620,10729.359
30621,Party_30621,MH21AB30621,3920.483
30622,Party_30622,MH22AB30622,13104.068
30623,Party_30623,MH23AB30623,8108.636
30624,Party_30624,MH24AB30624,14710.209
30625,Party_30625,MH25AB30625,13437.21
30626,Party_30626,MH26AB30626,4047.948
30627,Party_30627,MH27AB30627,14384.357
30628,Party_30628,MH28AB30628,11240.334
30629,Party_30629,MH29AB30629,12014.494
30630,Party_30630,MH30AB30630,2195.446
30631,Party_30631,MH31AB30631,9352.423
30632,Party_30632,MH32AB30632,14372.929
30633,Party_30633,MH33AB30633,8770.123
30634,Party_30634,MH34AB30634,5992.474
30635,Party_30635,MH35AB30635,12251.789
30636,Party_30636,MH36AB30636,6463.953
30637,Party_30637,MH37AB30637,5962.279
30638,Party_30638,MH38AB30638,11496.143
30639,Party_30639,MH39AB30639,10019.334
30640,Party_30640,MH40AB30640,4321.36
30641,Party_30641,MH41AB30641,13964.116
30642,Party_30642,MH42AB30642,3414.029
30643,Party_30643,MH43AB30643,11839.481
30644,Party_30644,MH44AB30644,14643.367
30645,Party_30645,MH45AB30645,2803.557
30646,Party_30646,MH46AB30646,3057.939
30647,Party_30647,MH47AB30647,9928.651
30648,Party_30648,MH48AB30648,6500.897
30649,Party_30649,MH49AB30649,9568.55
30650,Party_30650,MH50AB30650,10993.782
30651,Party_30651,MH51AB30651,7482.81
30652,Party_30652,MH52AB30652,11557.93
30653,Party_30653,MH53AB30653,10585.737
30654,Party_30654,MH54AB30654,2961.397
30655,Party_30655,MH55AB30655,10887.407
30656,Party_30656,MH56AB30656,3985.341
30657,Party_30657,MH57AB30657,10912.203
30658,Party_30658,MH58AB30658,8856.491
30659,Party_30659,MH59AB30659,9139.458
30660,Party_30660,MH60AB30660,4199.503
30661,Party_30661,MH61AB30661,9827.678
30662,Party_30662,MH62AB30662,6606.189
30663,Party_30663,MH63AB30663,8017.006
30664,Party_30664,MH64AB30664,11232.705
30665,Party_30665,MH65AB30665,6487.539
30666,Party_30666,MH66AB30666,14676.994
30667,Party_30667,MH67AB30667,10243.48
30668,Party_30668,MH68AB30668,9323.556
30669,Party_30669,MH69AB30669,7553.85
30670,Party_30670,MH70AB30670,14538.213
30671,Party_30671,MH71AB30671,9537.961
30672,Party_30672,MH72AB30672,13944.193
30673,Party_30673,MH73AB30673,6188.457
30674,Party_30674,MH74AB30674,10203.921
30675,Party_30675,MH75AB30675,12648.062
30676,Party_30676,MH76AB30676,11103.281
30677,Party_30677,MH77AB30677,10038.923
30678,Party_30678,MH78AB30678,13815.294
30679,Party_30679,MH79AB30679,9134.706
30680,Party_30680,MH80AB30680,7691.712
30681,Party_30681,MH81AB30681,3762.612
30682,Party_30682,MH82AB30682,6708.789
30683,Party_30683,MH83AB30683,14495.282
30684,Party_30684,MH84AB30684,5216.057
30685,Party_30685,MH85AB30685,4845.926
30686,Party_30686,MH86AB30686,4760.61
30687,Party_30687,MH87AB30687,4153.29
30688,Party_30688,MH88AB30688,9509.932
30689,Party_30689,MH89AB30689,10852.633
30690,Party_30690,MH90AB30690,14500.146
30691,Party_30691,MH91AB30691,6483.014
30692,Party_30692,MH92AB30692,7894.486
30693,Party_30693,MH93AB30693,2486.449
30694,Party_30694,MH94AB30694,7385.28
30695,Party_30695,MH95AB30695,11235.972
30696,Party_30696,MH96AB30696,13066.92
30697,Party_30697,MH97AB30697,6868.477
30698,Party_30698,MH98AB30698,11706.78
30699,Party_30699,MH99AB30699,7055.501
30700,Party_30700,MH00AB30700,6902.974
30701,Party_30701,MH01AB30701,10949.493
30702,Party_30702,MH02AB30702,4206.913
30703,Party_30703,MH03AB30703,3116.874
30704,Party_30704,MH04AB30704,9512.695
30705,Party_30705,MH05AB30705,14709.567
30706,Party_30706,MH06AB30706,9453.558
30707,Party_30707,MH07AB30707,6799.082
30708,Party_30708,MH08AB30708,11670.892
30709,Party_30709,MH09AB30709,11578.715
30710,Party_30710,MH10AB30710,8331.375
30711,Party_30711,MH11AB30711,9919.435
30712,Party_30712,MH12AB30712,7570.231
30713,Party_30713,MH13AB30713,9957.325
30714,Party_30714,MH14AB30714,8905.847
30715,Party_30715,MH15AB30715,14071.08
30716,Party_30716,MH16AB30716,11241.639
30717,Party_30717,MH17AB30717,14219.101
30718,Party_30718,MH18AB30718,12140.816
30719,Party_30719,MH19AB30719,9650.184
30720,Party_30720,MH20AB30720,9103.844
30721,Party_30721,MH21AB30721,3302.869
30722,Party_30722,MH22AB30722,2823.389
30723,Party_30723,MH23AB30723,12201.05
30724,Party_30724,MH24AB30724,9497.107
30725,Party_30725,MH25AB30725,4698.176
30726,Party_30726,MH26AB30726,8348.036
30727,Party_30727,MH27AB30727,3983.596
30728,Party_30728,MH28AB30728,3802.002
30729,Party_30729,MH29AB30729,12636.708
30730,Party_30730,MH30AB30730,12619.63
30731,Party_30731,MH31AB30731,12027.678
30732,Party_30732,MH32AB30732,3186.476
30733,Party_30733,MH33AB30733,3740.708
30734,Party_30734,MH34AB30734,2090.1
30735,Party_30735,MH35AB30735,14451.136
30736,Party_30736,MH36AB30736,8051.901
30737,Party_30737,MH37AB30737,6281.609
30738,Party_30738,MH38AB30738,13119.768
30739,Party_30739,MH39AB30739,4515.445
30740,Party_30740,MH40AB30740,14054.445
30741,Party_30741,MH41AB30741,3005.814
30742,Party_30742,MH42AB30742,14592.519
30743,Party_30743,MH43AB30743,8913.037
30744,Party_30744,MH44AB30744,14575.39
30745,Party_30745,MH45AB30745,3797.842
30746,Party_30746,MH46AB30746,13008.225
30747,Party_30747,MH47AB30747,3688.935
30748,Party_30748,MH48AB30748,3703.651
30749,Party_30749,MH49AB30749,7315.473
30750,Party_30750,MH50AB30750,14402.615
30751,Party_30751,MH51AB30751,14613.637
30752,Party_30752,MH52AB30752,7001.343
30753,Party_30753,MH53AB30753,5945.484
30754,Party_30754,MH54AB30754,13323.717
30755,Party_30755,MH55AB30755,9402.54
30756,Party_30756,MH56AB30756,14017.151
30757,Party_30757,MH57AB30757,6975.347
30758,Party_30758,MH58AB30758,6803.732
30759,Party_30759,MH59AB30759,6937.815
30760,Party_30760,MH60AB30760,12052.539
30761,Party_30761,MH61AB30761,8144.242
30762,Party_30762,MH62AB30762,9219.921
30763,Party_30763,MH63AB30763,14371.25
30764,Party_30764,MH64AB30764,2867.708
30765,Party_30765,MH65AB30765,13173.549
30766,Party_30766,MH66AB30766,3322.329
30767,Party_30767,MH67AB30767,2235.877
30768,Party_30768,MH68AB30768,2007.775
30769,Party_30769,MH69AB30769,6800.456
30770,Party_30770,MH70AB30770,5936.146
30771,Party_30771,MH71AB30771,13975.152
30772,Party_30772,MH72AB30772,8530.39
30773,Party_30773,MH73AB30773,13646.066
30774,Party_30774,MH74AB30774,5543.036
30775,Party_30775,MH75AB30775,5258.488
30776,Party_30776,MH76AB30776,4808.248
30777,Party_30777,MH77AB30777,8967.741
30778,Party_30778,MH78AB30778,2951.836
30779,Party_30779,MH79AB30779,5974.134
30780,Party_30780,MH80AB30780,11813.349
30781,Party_30781,MH81AB30781,9595.38
30782,Party_30782,MH82AB30782,12106.594
30783,Party_30783,MH83AB30783,5724.046
30784,Party_30784,MH84AB30784,10571.262
30785,Party_30785,MH85AB30785,5799.634
30786,Party_30786,MH86AB30786,2562.517
30787,Party_30787,MH87AB30787,10605.3
30788,Party_30788,MH88AB30788,8237.659
30789,Party_30789,MH89AB30789,7829.026
30790,Party_30790,MH90AB30790,3667.539
30791,Party_30791,MH91AB30791,5232.144
30792,Party_30792,MH92AB30792,2891.841
30793,Party_30793,MH93AB30793,3272.071
30794,Party_30794,MH94AB30794,6432.531
30795,Party_30795,MH95AB30795,13368.056
30796,Party_30796,MH96AB30796,14261.401
30797,Party_30797,MH97AB30797,4415.216
30798,Party_30798,MH98AB30798,11516.137
